Employee Number,Month,Day,Login,Logout
10013,7,10,8:08,18:46
10014,7,10,9:57,20:31
10015,7,10,10:48,20:31
10016,7,10,9:19,18:07
10017,7,10,8:39,18:37
10018,7,10,8:27,17:03
10019,7,10,10:33,19:45
10020,7,10,10:55,19:37
10021,7,10,10:14,17:30
10022,7,10,10:18,17:42
10023,7,10,9:46,17:59
10024,7,10,8:38,19:30
10025,7,10,9:35,18:42
10026,7,10,8:58,18:12
10027,7,10,9:31,17:39
10028,7,10,10:24,19:19
10029,7,10,10:00,20:44
10030,7,10,9:41,19:12
10031,7,10,9:28,19:43
10032,7,10,9:50,20:05
10033,7,10,8:29,18:36
10034,7,10,9:41,19:11
10001,7,11,10:57,21:16
10002,7,11,9:54,17:39
10003,7,11,8:54,17:41
10004,7,11,10:39,21:05
10005,7,11,9:37,17:14
10006,7,11,8:25,17:55
10007,7,11,10:47,21:14
10008,7,11,8:18,18:39
10009,7,11,10:15,17:35
10010,7,11,10:20,21:06
10011,7,11,8:24,18:00
10012,7,11,8:25,16:11
10013,7,11,8:47,17:34
10014,7,11,10:37,19:41
10015,7,11,10:29,20:38
10016,7,11,9:42,17:16
10017,7,11,10:53,20:21
10018,7,11,8:06,18:00
10019,7,11,10:02,18:30
10020,7,11,9:04,17:14
10021,7,11,8:11,17:35
10022,7,11,9:22,17:26
10023,7,11,10:22,18:06
10024,7,11,9:52,19:54
10025,7,11,10:51,19:28
10026,7,11,9:13,17:49
10027,7,11,9:04,16:11
10028,7,11,10:30,20:21
10029,7,11,8:08,16:00
10030,7,11,10:29,19:34
10031,7,11,8:35,19:04
10032,7,11,9:38,17:33
10033,7,11,10:04,19:51
10034,7,11,9:10,19:25
10001,7,12,8:48,17:32
10002,7,12,10:36,20:54
10003,7,12,8:40,18:05
10004,7,12,9:15,20:05
10005,7,12,8:02,18:57
10006,7,12,9:24,20:03
10007,7,12,10:16,21:05
10008,7,12,8:25,18:43
10009,7,12,9:34,19:19
10010,7,12,10:03,17:36
10011,7,12,8:17,15:57
10012,7,12,9:23,18:54
10013,7,12,8:08,17:09
10014,7,12,9:38,16:55
10015,7,12,9:28,16:31
10016,7,12,9:45,19:39
10017,7,12,8:58,19:20
10018,7,12,8:22,16:20
10019,7,12,9:10,17:33
10020,7,12,10:30,18:43
10021,7,12,8:03,15:30
10022,7,12,9:08,18:08
10023,7,12,8:36,16:25
10024,7,12,10:22,18:32
10025,7,12,10:59,19:46
10026,7,12,10:25,18:30
10027,7,12,10:28,21:23
10028,7,12,8:53,17:26
10029,7,12,8:08,16:20
10030,7,12,10:23,17:39
10031,7,12,9:27,17:39
10032,7,12,9:21,17:04
10033,7,12,8:05,17:38
10034,7,12,8:18,15:45
10001,7,15,10:02,20:52
10002,7,15,10:43,20:24
10003,7,15,9:47,20:24
10004,7,15,9:21,16:28
10005,7,15,9:55,18:36
10006,7,15,8:54,19:21
10007,7,15,10:38,19:08
10008,7,15,10:59,18:17
10009,7,15,8:19,17:44
10010,7,15,9:07,19:45
10011,7,15,10:15,19:47
10012,7,15,8:18,16:31
10013,7,15,8:15,15:37
10014,7,15,9:39,16:45
10015,7,15,10:39,17:43
10016,7,15,10:15,19:54
10017,7,15,9:59,19:16
10018,7,15,8:53,17:51
10019,7,15,8:56,19:35
10020,7,15,9:31,18:08
10021,7,15,9:49,17:26
10022,7,15,9:14,19:33
10023,7,15,9:32,16:57
10024,7,15,10:36,18:52
10025,7,15,9:57,17:08
10026,7,15,9:58,17:03
10027,7,15,9:32,18:47
10028,7,15,10:35,18:04
10029,7,15,9:55,20:45
10030,7,15,10:53,20:06
10031,7,15,9:31,17:32
10032,7,15,10:41,20:40
10033,7,15,8:22,16:51
10034,7,15,9:22,16:57
10001,7,16,9:52,19:24
10002,7,16,10:54,17:56
10003,7,16,9:17,17:16
10004,7,16,9:46,17:23
10005,7,16,9:37,19:59
10006,7,16,9:58,18:51
10007,7,16,9:44,17:00
10008,7,16,10:05,17:58
10009,7,16,10:54,19:06
10010,7,16,8:43,17:59
10011,7,16,8:56,19:35
10012,7,16,10:10,18:40
10013,7,16,8:00,18:49
10014,7,16,10:12,19:48
10015,7,16,10:30,21:12
10016,7,16,9:21,17:31
10017,7,16,9:03,19:25
10018,7,16,10:37,21:08
10019,7,16,8:21,16:14
10020,7,16,10:57,19:05
10021,7,16,10:23,19:10
10022,7,16,8:51,16:09
10023,7,16,9:50,20:30
10024,7,16,9:44,18:28
10025,7,16,10:59,18:47
10026,7,16,10:18,17:21
10027,7,16,9:04,19:09
10028,7,16,8:54,19:02
10029,7,16,10:27,19:15
10030,7,16,8:37,18:37
10031,7,16,10:53,18:23
10032,7,16,8:11,18:25
10033,7,16,10:24,19:28
10034,7,16,10:46,18:30
10001,7,17,10:37,19:25
10002,7,17,10:32,18:35
10003,7,17,8:38,15:44
10004,7,17,9:11,16:33
10005,7,17,9:48,20:34
10006,7,17,9:21,17:44
10007,7,17,10:28,21:20
10008,7,17,9:53,19:39
10009,7,17,9:46,16:48
10010,7,17,10:34,21:04
10011,7,17,10:17,18:03
10012,7,17,10:31,20:37
10013,7,17,8:57,16:21
10014,7,17,9:15,20:08
10015,7,17,9:01,19:16
10016,7,17,10:02,20:22
10017,7,17,8:50,18:16
10018,7,17,8:09,18:56
10019,7,17,8:23,18:43
10020,7,17,10:06,18:44
10021,7,17,9:13,17:57
10022,7,17,10:07,17:27
10023,7,17,8:49,16:57
10024,7,17,8:48,18:21
10025,7,17,9:33,16:45
10026,7,17,8:20,17:54
10027,7,17,10:01,17:07
10028,7,17,8:06,17:52
10029,7,17,9:53,18:26
10030,7,17,10:46,20:57
10031,7,17,8:51,17:42
10032,7,17,8:27,18:47
10033,7,17,9:47,20:40
10034,7,17,8:07,18:11
10001,7,18,10:10,18:44
10002,7,18,8:15,15:25
10003,7,18,10:16,18:03
10004,7,18,8:17,15:31
10005,7,18,8:07,16:09
10006,7,18,10:03,20:45
10007,7,18,10:55,21:28
10008,7,18,8:17,19:07
10009,7,18,8:50,17:32
10010,7,18,9:25,19:33
10011,7,18,8:10,16:31
10012,7,18,9:12,16:27
10013,7,18,8:42,17:05
10014,7,18,9:58,20:23
10015,7,18,8:04,18:56
10016,7,18,10:45,20:41
10017,7,18,8:29,17:02
10018,7,18,9:38,19:55
10019,7,18,9:13,16:42
10020,7,18,10:30,21:17
10021,7,18,8:26,18:05
10022,7,18,10:57,19:18
10023,7,18,9:54,20:27
10024,7,18,9:33,19:38
10025,7,18,9:38,18:08
10026,7,18,8:49,16:34
10027,7,18,10:58,18:08
10028,7,18,9:49,20:33
10029,7,18,9:23,19:28
10030,7,18,10:21,17:30
10031,7,18,9:37,18:31
10032,7,18,8:45,19:18
10033,7,18,8:57,18:04
10034,7,18,9:31,19:34
10001,7,19,10:41,18:38
10002,7,19,8:38,17:18
10003,7,19,8:04,15:32
10004,7,19,9:12,19:38
10005,7,19,10:46,19:26
10006,7,19,9:21,18:56
10007,7,19,10:42,18:36
10008,7,19,8:09,15:49
10009,7,19,9:45,19:49
10010,7,19,9:58,17:10
10011,7,19,9:55,18:03
10012,7,19,9:59,18:15
10013,7,19,9:13,16:22
10014,7,19,10:44,20:17
10015,7,19,9:12,16:28
10016,7,19,8:49,18:09
10017,7,19,9:19,20:14
10018,7,19,10:31,19:32
10019,7,19,10:01,18:19
10020,7,19,9:51,20:21
10021,7,19,9:55,19:58
10022,7,19,10:09,20:45
10023,7,19,8:09,16:36
10024,7,19,8:38,19:37
10025,7,19,10:03,18:50
10026,7,19,9:29,17:22
10027,7,19,10:45,18:18
10028,7,19,9:15,18:05
10029,7,19,9:02,17:44
10030,7,19,9:05,16:14
10031,7,19,9:01,16:55
10032,7,19,9:25,19:02
10033,7,19,8:55,17:58
10034,7,19,8:28,17:20
10001,7,22,8:28,18:15
10002,7,22,10:28,17:50
10003,7,22,9:49,18:06
10004,7,22,10:40,19:01
10005,7,22,10:27,18:53
10006,7,22,9:37,19:11
10007,7,22,8:48,18:24
10008,7,22,10:44,21:42
10009,7,22,8:01,16:59
10010,7,22,10:31,18:13
10011,7,22,10:40,21:39
10012,7,22,10:45,21:44
10013,7,22,8:18,15:51
10014,7,22,8:01,17:59
10015,7,22,10:16,19:57
10016,7,22,8:47,17:16
10017,7,22,9:48,20:45
10018,7,22,9:29,19:26
10019,7,22,10:01,18:33
10020,7,22,9:51,17:37
10021,7,22,10:41,19:02
10022,7,22,9:41,19:32
10023,7,22,10:18,18:20
10024,7,22,10:59,18:46
10025,7,22,10:08,17:34
10026,7,22,10:18,19:41
10027,7,22,8:49,19:12
10028,7,22,8:04,18:07
10029,7,22,10:03,20:28
10030,7,22,9:38,18:32
10031,7,22,9:36,18:27
10032,7,22,9:30,17:45
10033,7,22,10:40,19:12
10034,7,22,10:31,21:12
10001,7,23,10:54,20:03
10002,7,23,10:43,18:49
10003,7,23,9:37,19:35
10004,7,23,10:39,20:24
10005,7,23,10:45,19:43
10006,7,23,10:07,17:12
10007,7,23,10:54,18:20
10008,7,23,8:45,18:51
10009,7,23,8:34,19:05
10010,7,23,8:28,16:48
10011,7,23,9:22,19:10
10012,7,23,8:18,16:09
10013,7,23,8:57,19:34
10014,7,23,8:55,18:46
10015,7,23,8:53,18:30
10016,7,23,9:24,19:24
10017,7,23,10:36,18:03
10018,7,23,10:17,18:24
10019,7,23,10:33,20:57
10020,7,23,9:05,19:58
10021,7,23,8:27,18:53
10022,7,23,10:42,18:02
10023,7,23,9:04,17:09
10024,7,23,9:48,17:43
10025,7,23,10:43,20:08
10026,7,23,10:02,18:46
10027,7,23,10:34,20:00
10028,7,23,9:26,19:30
10029,7,23,8:18,17:35
10030,7,23,9:30,18:26
10031,7,23,8:54,18:33
10032,7,23,10:43,20:24
10033,7,23,8:13,16:22
10034,7,23,9:56,17:12
10001,7,24,8:46,17:42
10002,7,24,8:15,16:09
10003,7,24,8:59,18:23
10004,7,24,10:49,21:45
10005,7,24,8:35,15:46
10006,7,24,8:59,16:07
10007,7,24,8:07,16:49
10008,7,24,8:18,18:08
10009,7,24,8:49,19:28
10010,7,24,10:34,20:45
10011,7,24,10:52,18:13
10012,7,24,9:39,18:37
10013,7,24,8:03,15:53
10014,7,24,8:30,15:42
10015,7,24,9:05,19:24
10016,7,24,8:09,17:00
10017,7,24,8:32,19:07
10018,7,24,10:29,20:16
10019,7,24,8:15,15:45
10020,7,24,9:44,17:51
10021,7,24,8:27,16:52
10022,7,24,8:56,18:01
10023,7,24,8:28,16:42
10024,7,24,9:40,19:06
10025,7,24,9:39,19:48
10026,7,24,10:11,18:30
10027,7,24,8:12,18:38
10028,7,24,8:23,15:33
10029,7,24,8:02,15:52
10030,7,24,10:53,21:27
10031,7,24,8:49,15:57
10032,7,24,10:12,20:47
10033,7,24,9:25,18:36
10034,7,24,10:06,19:59
10001,7,25,10:25,21:00
10002,7,25,9:40,20:20
10003,7,25,9:44,19:49
10004,7,25,8:13,17:52
10005,7,25,9:10,16:31
10006,7,25,10:34,19:08
10007,7,25,10:07,20:32
10008,7,25,9:50,19:10
10009,7,25,10:04,19:39
10010,7,25,9:15,19:22
10011,7,25,8:02,16:08
10012,7,25,9:37,19:55
10013,7,25,10:16,18:37
10014,7,25,8:18,17:23
10015,7,25,10:33,17:36
10016,7,25,10:28,19:39
10017,7,25,8:12,16:26
10018,7,25,8:16,17:22
10019,7,25,9:02,16:44
10020,7,25,10:33,18:32
10021,7,25,9:19,19:52
10022,7,25,9:25,17:45
10023,7,25,8:43,19:21
10024,7,25,9:29,19:31
10025,7,25,10:25,17:30
10026,7,25,10:15,21:13
10027,7,25,10:58,20:20
10028,7,25,8:00,15:20
10029,7,25,10:36,21:15
10030,7,25,8:38,17:56
10031,7,25,8:42,19:18
10032,7,25,9:01,16:03
10033,7,25,8:14,18:00
10034,7,25,9:13,17:52
10001,7,26,10:52,18:25
10002,7,26,9:34,17:50
10003,7,26,10:50,20:39
10004,7,26,8:03,17:39
10005,7,26,9:21,17:53
10006,7,26,9:11,18:28
10007,7,26,10:12,17:25
10008,7,26,8:39,17:13
10009,7,26,10:20,20:14
10010,7,26,8:32,15:54
10011,7,26,9:42,18:27
10012,7,26,10:34,18:03
10013,7,26,9:29,17:44
10014,7,26,8:45,18:44
10015,7,26,8:41,18:00
10016,7,26,9:34,19:57
10017,7,26,9:16,18:23
10018,7,26,9:04,19:04
10019,7,26,10:39,20:33
10020,7,26,10:17,19:27
10021,7,26,10:48,20:35
10022,7,26,9:29,18:21
10023,7,26,8:26,16:24
10024,7,26,10:37,18:55
10025,7,26,8:23,18:13
10026,7,26,8:03,16:26
10027,7,26,10:15,17:16
10028,7,26,8:00,16:56
10029,7,26,9:48,17:01
10030,7,26,10:03,18:47
10031,7,26,10:42,18:08
10032,7,26,8:31,16:19
10033,7,26,8:17,17:34
10034,7,26,10:55,19:37
10001,7,29,8:11,18:48
10002,7,29,9:40,19:16
10003,7,29,9:38,19:46
10004,7,29,10:49,17:54
10005,7,29,8:44,16:22
10006,7,29,8:29,17:40
10007,7,29,9:39,18:24
10008,7,29,10:46,21:27
10009,7,29,10:13,19:43
10010,7,29,8:08,15:10
10011,7,29,9:16,17:39
10012,7,29,9:41,17:04
10013,7,29,9:39,18:07
10014,7,29,10:56,19:51
10015,7,29,10:38,19:01
10016,7,29,8:54,16:09
10017,7,29,8:39,17:57
10018,7,29,8:21,16:56
10019,7,29,10:00,19:19
10020,7,29,10:00,20:37
10021,7,29,8:00,18:24
10022,7,29,10:06,18:33
10023,7,29,9:03,16:33
10024,7,29,8:25,19:15
10025,7,29,10:27,18:32
10026,7,29,10:48,21:00
10027,7,29,9:43,17:25
10028,7,29,9:40,18:55
10029,7,29,9:38,19:05
10030,7,29,8:22,17:42
10031,7,29,8:30,17:56
10032,7,29,9:12,18:13
10033,7,29,8:45,17:39
10034,7,29,9:08,17:52
10001,7,30,8:04,17:00
10002,7,30,10:52,19:07
10003,7,30,9:32,18:13
10004,7,30,8:22,19:16
10005,7,30,8:44,17:17
10006,7,30,10:32,21:26
10007,7,30,10:25,19:10
10008,7,30,8:10,18:08
10009,7,30,8:01,16:38
10010,7,30,10:48,20:56
10011,7,30,10:04,17:30
10012,7,30,8:27,17:34
10013,7,30,10:58,19:46
10014,7,30,8:49,16:14
10015,7,30,9:47,20:25
10016,7,30,10:13,20:39
10017,7,30,9:19,18:48
10018,7,30,9:18,19:53
10019,7,30,9:17,19:44
10020,7,30,8:48,17:40
10021,7,30,9:27,17:57
10022,7,30,8:30,18:20
10023,7,30,9:38,19:53
10024,7,30,8:55,17:56
10025,7,30,8:08,18:14
10026,7,30,9:01,17:42
10027,7,30,9:10,16:28
10028,7,30,9:53,18:29
10029,7,30,8:16,18:36
10030,7,30,10:45,21:01
10031,7,30,10:53,19:11
10032,7,30,9:22,16:23
10033,7,30,9:44,19:35
10034,7,30,9:48,20:17
10001,7,31,9:52,18:05
10002,7,31,9:19,19:31
10003,7,31,8:39,18:59
10004,7,31,9:56,18:33
10005,7,31,9:48,18:11
10006,7,31,10:23,19:07
10007,7,31,8:30,19:12
10008,7,31,8:37,17:33
10009,7,31,8:47,16:30
10010,7,31,9:57,19:23
10011,7,31,8:09,17:12
10012,7,31,9:42,17:03
10013,7,31,9:40,19:02
10014,7,31,10:35,17:41
10015,7,31,9:47,17:48
10016,7,31,9:31,20:17
10017,7,31,8:47,19:46
10018,7,31,8:11,16:16
10019,7,31,10:09,20:50
10020,7,31,10:24,20:09
10021,7,31,9:30,16:37
10022,7,31,8:20,18:30
10023,7,31,8:11,18:53
10024,7,31,9:51,20:27
10025,7,31,8:11,19:04
10026,7,31,9:46,19:53
10027,7,31,10:27,19:03
10028,7,31,9:15,19:38
10029,7,31,8:43,19:20
10030,7,31,8:17,16:27
10031,7,31,8:43,16:39
10032,7,31,9:43,20:11
10033,7,31,8:40,16:52
10034,7,31,8:39,17:07
10001,8,1,10:08,18:21
10002,8,1,10:54,20:14
10003,8,1,9:32,19:37
10004,8,1,9:42,17:04
10005,8,1,9:40,17:06
10006,8,1,9:39,17:42
10007,8,1,10:39,20:59
10008,8,1,10:34,19:47
10009,8,1,8:39,18:25
10010,8,1,8:12,15:52
10011,8,1,10:33,17:58
10012,8,1,8:09,16:15
10013,8,1,10:22,18:55
10014,8,1,9:44,17:59
10015,8,1,10:49,21:19
10016,8,1,9:34,19:35
10017,8,1,10:50,19:10
10018,8,1,8:36,18:07
10019,8,1,9:22,18:08
10020,8,1,8:59,16:26
10021,8,1,10:45,17:55
10022,8,1,10:20,21:04
10023,8,1,10:50,20:25
10024,8,1,9:17,16:35
10025,8,1,8:36,16:51
10026,8,1,8:59,18:19
10027,8,1,9:20,19:51
10028,8,1,8:48,18:02
10029,8,1,10:28,19:38
10030,8,1,9:59,17:34
10031,8,1,9:15,18:22
10032,8,1,8:30,19:08
10033,8,1,8:41,18:42
10034,8,1,8:27,15:41
10001,8,2,10:30,20:48
10002,8,2,10:35,19:02
10003,8,2,10:51,21:25
10004,8,2,10:33,20:11
10005,8,2,10:13,18:10
10006,8,2,10:12,18:54
10007,8,2,8:50,18:25
10008,8,2,10:45,18:47
10009,8,2,9:38,16:49
10010,8,2,9:20,19:36
10011,8,2,10:38,21:26
10012,8,2,10:11,17:30
10013,8,2,10:57,20:11
10014,8,2,8:57,16:06
10015,8,2,10:06,19:16
10016,8,2,9:42,19:04
10017,8,2,9:38,18:11
10018,8,2,8:36,15:48
10019,8,2,10:20,20:33
10020,8,2,10:43,21:19
10021,8,2,8:41,17:50
10022,8,2,8:17,18:29
10023,8,2,8:35,16:11
10024,8,2,10:43,20:27
10025,8,2,8:23,18:01
10026,8,2,9:52,20:04
10027,8,2,9:18,18:14
10028,8,2,10:50,18:27
10029,8,2,8:30,16:03
10030,8,2,8:36,16:43
10031,8,2,10:49,20:18
10032,8,2,9:02,18:51
10033,8,2,8:49,16:55
10034,8,2,8:52,17:52
10001,8,5,8:01,18:19
10002,8,5,9:16,18:34
10003,8,5,9:32,18:25
10004,8,5,9:55,17:04
10005,8,5,8:19,17:16
10006,8,5,9:37,19:58
10007,8,5,9:26,17:32
10008,8,5,10:22,20:38
10009,8,5,10:05,20:21
10010,8,5,9:26,16:28
10011,8,5,10:05,19:34
10012,8,5,10:55,20:07
10013,8,5,9:15,17:08
10014,8,5,8:43,17:37
10015,8,5,8:14,15:25
10016,8,5,8:58,17:42
10017,8,5,8:43,19:12
10018,8,5,8:26,17:55
10019,8,5,10:14,18:18
10020,8,5,9:53,16:58
10021,8,5,8:29,17:36
10022,8,5,8:43,16:36
10023,8,5,10:34,20:09
10024,8,5,10:42,21:28
10025,8,5,10:00,19:07
10026,8,5,10:41,20:14
10027,8,5,8:44,18:22
10028,8,5,8:41,18:42
10029,8,5,9:59,20:47
10030,8,5,10:05,20:13
10031,8,5,10:20,20:02
10032,8,5,10:44,20:45
10033,8,5,8:56,19:47
10034,8,5,8:27,15:58
10001,8,6,10:01,17:37
10002,8,6,10:51,20:21
10003,8,6,10:30,19:38
10004,8,6,9:31,19:48
10005,8,6,8:16,15:26
10006,8,6,10:03,19:16
10007,8,6,8:28,19:01
10008,8,6,10:11,20:10
10009,8,6,10:17,20:23
10010,8,6,8:08,16:44
10011,8,6,8:12,15:39
10012,8,6,10:02,20:05
10013,8,6,8:01,16:00
10014,8,6,10:59,18:40
10015,8,6,10:20,18:32
10016,8,6,10:09,18:56
10017,8,6,9:07,19:46
10018,8,6,8:37,16:37
10019,8,6,9:24,17:45
10020,8,6,8:24,18:53
10021,8,6,9:59,17:19
10022,8,6,8:47,18:39
10023,8,6,8:36,18:11
10024,8,6,10:22,20:46
10025,8,6,10:52,19:54
10026,8,6,10:58,21:18
10027,8,6,9:08,16:43
10028,8,6,8:50,18:48
10029,8,6,8:35,18:57
10030,8,6,9:37,20:18
10031,8,6,10:11,21:05
10032,8,6,10:49,21:05
10033,8,6,8:31,17:07
10034,8,6,9:58,18:39
10001,8,7,9:21,17:17
10002,8,7,8:22,15:36
10003,8,7,10:53,18:42
10004,8,7,10:01,17:25
10005,8,7,10:38,19:48
10006,8,7,10:49,18:19
10007,8,7,9:56,20:52
10008,8,7,10:51,17:54
10009,8,7,10:22,19:38
10010,8,7,8:06,18:57
10011,8,7,8:42,17:16
10012,8,7,9:46,19:26
10013,8,7,8:20,19:19
10014,8,7,9:12,17:56
10015,8,7,8:25,15:34
10016,8,7,10:30,19:38
10017,8,7,8:48,18:23
10018,8,7,8:29,16:19
10019,8,7,10:46,19:07
10020,8,7,10:54,18:19
10021,8,7,10:36,19:57
10022,8,7,10:38,18:47
10023,8,7,8:29,17:16
10024,8,7,9:35,18:00
10025,8,7,8:36,18:42
10026,8,7,8:41,18:59
10027,8,7,10:38,18:39
10028,8,7,8:43,16:31
10029,8,7,8:35,17:33
10030,8,7,9:57,18:51
10031,8,7,9:51,17:54
10032,8,7,8:45,16:21
10033,8,7,10:56,18:30
10034,8,7,8:40,19:16
10001,8,8,9:15,16:54
10002,8,8,10:26,19:38
10003,8,8,10:44,20:30
10004,8,8,9:10,19:03
10005,8,8,10:15,18:52
10006,8,8,9:03,16:03
10007,8,8,10:56,18:58
10008,8,8,9:27,19:00
10009,8,8,9:34,19:51
10010,8,8,8:35,17:16
10011,8,8,10:03,17:32
10012,8,8,10:19,18:26
10013,8,8,10:59,21:41
10014,8,8,9:34,19:28
10015,8,8,9:14,20:13
10016,8,8,9:43,20:25
10017,8,8,10:03,17:39
10018,8,8,8:38,19:30
10019,8,8,9:23,20:21
10020,8,8,8:52,16:49
10021,8,8,10:58,21:03
10022,8,8,9:41,18:04
10023,8,8,10:23,18:37
10024,8,8,10:55,21:13
10025,8,8,10:50,18:39
10026,8,8,10:46,21:04
10027,8,8,9:23,19:49
10028,8,8,10:57,21:33
10029,8,8,8:44,15:51
10030,8,8,8:40,16:25
10031,8,8,8:37,19:02
10032,8,8,10:16,18:47
10033,8,8,10:03,17:55
10034,8,8,9:32,17:59
10001,8,9,9:35,17:16
10002,8,9,9:04,18:42
10003,8,9,8:06,17:40
10004,8,9,10:15,20:33
10005,8,9,10:26,18:08
10006,8,9,10:16,20:55
10007,8,9,8:43,16:18
10008,8,9,10:05,19:19
10009,8,9,10:10,17:20
10010,8,9,10:31,17:40
10011,8,9,10:16,19:18
10012,8,9,9:40,18:38
10013,8,9,9:44,19:52
10014,8,9,10:04,19:29
10015,8,9,9:27,20:11
10016,8,9,10:34,20:07
10017,8,9,9:24,17:00
10018,8,9,10:05,18:21
10019,8,9,9:40,19:25
10020,8,9,9:46,20:08
10021,8,9,10:49,21:11
10022,8,9,10:46,20:08
10023,8,9,8:15,17:51
10024,8,9,10:12,20:29
10025,8,9,9:12,18:11
10026,8,9,10:03,18:51
10027,8,9,9:31,16:35
10028,8,9,10:11,21:06
10029,8,9,10:57,21:29
10030,8,9,8:45,17:03
10031,8,9,8:29,16:17
10032,8,9,8:26,16:52
10033,8,9,8:05,17:00
10034,8,9,10:23,21:16
10001,8,12,9:56,18:02
10002,8,12,10:48,20:12
10003,8,12,9:59,18:18
10004,8,12,9:25,19:39
10005,8,12,10:02,18:49
10006,8,12,10:55,19:01
10007,8,12,9:30,17:19
10008,8,12,8:56,16:28
10009,8,12,8:35,16:18
10010,8,12,10:22,20:51
10011,8,12,10:02,18:46
10012,8,12,9:49,20:44
10013,8,12,9:05,17:18
10014,8,12,8:05,16:09
10015,8,12,8:57,18:29
10016,8,12,8:31,17:40
10017,8,12,9:22,18:51
10018,8,12,10:47,18:07
10019,8,12,10:36,19:22
10020,8,12,8:44,16:58
10021,8,12,8:20,18:31
10022,8,12,8:39,18:55
10023,8,12,9:11,17:54
10024,8,12,10:31,21:01
10025,8,12,10:06,17:53
10026,8,12,9:24,20:02
10027,8,12,9:06,18:23
10028,8,12,8:52,19:39
10029,8,12,9:39,19:14
10030,8,12,8:21,17:54
10031,8,12,9:59,18:12
10032,8,12,9:05,16:26
10033,8,12,8:35,18:04
10034,8,12,8:25,18:38
10001,8,13,8:34,19:00
10002,8,13,9:13,19:35
10003,8,13,10:33,17:44
10004,8,13,8:44,19:08
10005,8,13,10:21,21:01
10006,8,13,8:16,18:27
10007,8,13,10:29,19:12
10008,8,13,9:40,18:41
10009,8,13,9:16,18:08
10010,8,13,10:50,20:39
10011,8,13,8:31,18:13
10012,8,13,8:12,16:55
10013,8,13,8:39,18:29
10014,8,13,8:27,16:05
10015,8,13,10:51,21:38
10016,8,13,8:09,16:39
10017,8,13,9:22,17:19
10018,8,13,10:47,18:23
10019,8,13,8:40,18:12
10020,8,13,8:26,17:59
10021,8,13,10:38,20:59
10022,8,13,9:15,19:08
10023,8,13,9:23,18:28
10024,8,13,10:23,18:34
10025,8,13,10:47,19:08
10026,8,13,10:49,18:25
10027,8,13,9:05,19:07
10028,8,13,10:36,19:29
10029,8,13,8:52,19:03
10030,8,13,8:51,19:03
10031,8,13,9:15,18:15
10032,8,13,9:20,16:51
10033,8,13,8:08,16:55
10034,8,13,9:29,16:49
10001,8,14,9:59,19:51
10002,8,14,9:09,19:44
10003,8,14,8:29,17:22
10004,8,14,8:42,16:32
10005,8,14,10:33,20:34
10006,8,14,9:41,17:38
10007,8,14,9:20,18:49
10008,8,14,8:02,16:40
10009,8,14,8:50,15:58
10010,8,14,9:05,18:12
10011,8,14,9:30,17:48
10012,8,14,9:06,18:50
10013,8,14,10:24,20:35
10014,8,14,10:23,17:41
10015,8,14,10:23,20:37
10016,8,14,10:32,18:21
10017,8,14,9:18,18:48
10018,8,14,8:04,16:41
10019,8,14,9:21,16:37
10020,8,14,10:58,18:36
10021,8,14,10:28,21:04
10022,8,14,8:48,17:44
10023,8,14,9:51,20:19
10024,8,14,8:55,16:54
10025,8,14,8:23,16:13
10026,8,14,9:22,17:47
10027,8,14,9:31,16:40
10028,8,14,10:54,21:37
10029,8,14,8:48,16:39
10030,8,14,9:20,16:52
10031,8,14,9:55,18:12
10032,8,14,9:26,19:18
10033,8,14,8:44,17:21
10034,8,14,8:58,17:03
10001,8,15,9:41,17:24
10002,8,15,10:21,18:18
10003,8,15,8:24,16:39
10004,8,15,10:33,20:50
10005,8,15,10:06,19:26
10006,8,15,9:59,18:46
10007,8,15,9:17,17:33
10008,8,15,9:14,19:13
10009,8,15,10:10,20:53
10010,8,15,10:53,19:34
10011,8,15,9:04,19:18
10012,8,15,9:05,18:42
10013,8,15,9:21,17:10
10014,8,15,8:27,18:24
10015,8,15,9:45,17:53
10016,8,15,9:38,17:25
10017,8,15,8:00,18:25
10018,8,15,10:13,17:30
10019,8,15,9:56,17:18
10020,8,15,10:59,19:15
10021,8,15,9:12,19:48
10022,8,15,8:08,17:41
10023,8,15,9:56,18:06
10024,8,15,9:28,19:21
10025,8,15,10:06,18:39
10026,8,15,10:51,18:24
10027,8,15,8:09,15:25
10028,8,15,10:34,18:59
10029,8,15,8:15,18:03
10030,8,15,10:28,19:06
10031,8,15,9:13,18:42
10032,8,15,8:00,15:49
10033,8,15,8:09,17:22
10034,8,15,10:23,18:00
10001,8,16,9:46,19:13
10002,8,16,9:22,17:02
10003,8,16,8:32,18:03
10004,8,16,8:49,17:13
10005,8,16,10:44,19:27
10006,8,16,8:58,16:05
10007,8,16,9:07,17:24
10008,8,16,8:51,17:55
10009,8,16,8:21,17:21
10010,8,16,8:01,17:45
10011,8,16,10:57,21:21
10012,8,16,8:23,18:49
10013,8,16,9:50,17:23
10014,8,16,10:02,17:57
10015,8,16,8:39,16:57
10016,8,16,10:06,20:33
10017,8,16,8:00,16:58
10018,8,16,9:47,17:04
10019,8,16,9:01,19:32
10020,8,16,8:47,17:31
10021,8,16,8:07,19:02
10022,8,16,9:42,18:07
10023,8,16,8:01,15:05
10024,8,16,10:16,19:35
10025,8,16,8:58,18:24
10026,8,16,9:08,19:08
